"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
769805;2026-05-06;"quarta-feira";"11:20:00";"SP";116;155;"SAO JOSE DOS CAMPOS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";5;0;1;0;3;2;1;6;-23,2443248;-45,9266238;"SPRF-SP";"DEL02/SP";"UOP01-DEL02-SP"
769810;2026-05-06;"quarta-feira";"11:20:00";"BA";324;546;"AMELIA RODRIGUES";"Avarias e/ou desgaste excessivo no pneu";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Declive;Reta";"Não";1;0;0;0;1;0;0;1;-12,43722018;-38,72773912;"SPRF-BA";"DEL11/BA";"UOP02-DEL11-BA"
769812;2026-02-27;"sexta-feira";"17:50:00";"MG";153;5;"ARAPORA";"Frear bruscamente";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Dupla";"Reta;Declive";"Não";5;0;1;0;1;3;1;4;-18,4738264;-49,18826938;"SPRF-MG";"DEL15/MG";"UOP03-DEL15-MG"
769813;2026-03-18;"quarta-feira";"17:00:00";"PR";376;504,8;"PONTA GROSSA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Aclive;Reta";"Não";3;0;1;0;1;2;1;4;-25,221219;-50,053047;"SPRF-PR";"DEL03/PR";"UOP03-DEL03-PR"
769816;2026-05-06;"quarta-feira";"11:00:00";"MG";365;476,5;"PATROCINIO";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Rotatória";"Não";3;0;1;0;2;0;1;2;-18,9205;-47,0264;"SPRF-MG";"DEL10/MG";"UOP01-DEL10-MG"
769821;2026-05-06;"quarta-feira";"10:50:00";"BA";242;885;"BARREIRAS";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";6;0;0;1;2;4;1;5;-12,06688613;-45,57166518;"SPRF-BA";"DEL10/BA";"UOP01-DEL10-BA"
769837;2026-05-06;"quarta-feira";"13:50:00";"PR";376;189;"MARIALVA";"Condutor deixou de manter distância do veículo da frente";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;1;2;0;3;-23,465876;-51,829074;"SPRF-PR";"DEL09/PR";"UOP01-DEL09-PR"
769839;2026-05-06;"quarta-feira";"11:50:00";"PR";369;30;"CAMBARA";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";2;0;1;0;0;1;1;2;-23,039954;-50,179056;"SPRF-PR";"DEL07/PR";"UOP05-DEL07-PR"
769840;2026-05-06;"quarta-feira";"14:15:00";"RS";285;307,5;"PASSO FUNDO";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";3;0;1;0;1;1;1;3;-28,22636505;-52,51009941;"SPRF-RS";"DEL08/RS";"UOP03-DEL08-RS"
769841;2026-05-06;"quarta-feira";"14:15:00";"MG";381;634,9;"SANTO ANTONIO DO AMPARO";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Declive;Curva";"Não";2;0;1;0;0;1;1;2;-20,85997577;-44,83734441;"SPRF-MG";"DEL04/MG";"UOP01-DEL04-MG"
769848;2026-05-06;"quarta-feira";"05:56:00";"MA";135;465;"COLINAS";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Fatais";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;1;0;1;0;0;1;2;-6,220986;-44,0502;"SPRF-MA";"DEL06-MA";"UOP01-DEL06-MA"
769850;2026-05-06;"quarta-feira";"14:05:00";"PR";376;488,7;"PONTA GROSSA";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Declive";"Sim";4;0;1;0;2;2;1;4;-25,13009;-50,17247;"SPRF-PR";"DEL03/PR";"UOP03-DEL03-PR"
769854;2026-05-05;"terça-feira";"23:00:00";"RJ";116;138;"MAGE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;-22,646629;-43,19551;"SPRF-RJ";"DEL04/RJ";"UOP02-DEL04-RJ"
769864;2026-05-06;"quarta-feira";"13:00:00";"BA";101;548;"ITACARE";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";6;0;2;0;3;1;2;4;-14,43156;-39,327187;"SPRF-BA";"DEL05/BA";"UOP02-DEL05-BA"
769870;2026-05-06;"quarta-feira";"10:30:00";"MG";251;265;"GRAO MOGOL";"Demais falhas na via";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva;Interseção de Vias";"Não";2;0;0;1;1;0;1;2;-16,252247;-42,629255;"SPRF-MG";"DEL12/MG";"UOP02-DEL12-MG"
769871;2026-05-06;"quarta-feira";"16:30:00";"BA";324;534;"CONCEICAO DO JACUIPE";"Ausência de reação do condutor";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";6;0;3;1;1;1;4;3;-12,3551016;-38,831167;"SPRF-BA";"DEL11/BA";"UOP02-DEL11-BA"
769878;2026-05-06;"quarta-feira";"11:40:00";"PI";316;4;"TERESINA";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;1;0;0;2;1;3;-5,14002656;-42,78456956;"SPRF-PI";"DEL01-PI";"UOP02-DEL01-PI"
769881;2026-05-06;"quarta-feira";"14:40:00";"GO";153;506,8;"APARECIDA DE GOIANIA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Declive";"Sim";5;2;0;1;1;2;1;4;-16,760815;-49,240293;"SPRF-GO";"DEL01/GO";"UOP01-DEL01-GO"
769887;2026-05-06;"quarta-feira";"17:40:00";"BA";135;196;"BARREIRAS";"Reação tardia ou ineficiente do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;1;1;2;1;4;-12,3025;-45,013222;"SPRF-BA";"DEL10/BA";"UOP01-DEL10-BA"
769905;2026-05-06;"quarta-feira";"17:10:00";"MA";10;245;"DAVINOPOLIS";"Desrespeitar a preferência no cruzamento";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;0;1;2;0;3;-5,581193;-47,438403;"SPRF-MA";"DEL04-MA";"UOP01-DEL04-MA"
769908;2026-05-06;"quarta-feira";"17:30:00";"BA";235;353;"JUAZEIRO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;1;1;0;2;3;-9,43141272;-40,50294507;"SPRF-PE";"DEL06/PE";"UOP01-DEL06-PE"
769911;2026-05-06;"quarta-feira";"18:30:00";"SP";116;204,5;"GUARULHOS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Múltipla";"Reta";"Não";2;0;1;0;1;0;1;2;-23,41647646;-46,37234688;"SPRF-SP";"DEL01/SP";"UOP01-DEL01-SP"
769912;2026-05-06;"quarta-feira";"19:00:00";"SC";101;15;"GARUVA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";3;0;0;0;2;1;0;3;-26,12245944;-48,88298035;"SPRF-SC";"DEL03/SC";"UOP01-DEL03-SC"
769917;2026-05-06;"quarta-feira";"20:30:00";"RS";290;122;"ELDORADO DO SUL";"Acessar a via sem observar a presença dos outros veículos";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;0;2;0;1;2;-30,052927;-51,435188;"SPRF-RS";"DEL02/RS";"UOP01-DEL02-RS"
769921;2026-05-06;"quarta-feira";"21:45:00";"SP";116;183;"SANTA ISABEL";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Dupla";"Reta";"Não";3;0;1;1;1;0;2;2;-23,34904084;-46,17196369;"SPRF-SP";"DEL01/SP";"UOP01-DEL01-SP"
769925;2026-05-06;"quarta-feira";"18:05:00";"SC";282;561,8;"NOVA ERECHIM";"Transitar na contramão";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-26,921737;-52,858894;"SPRF-SC";"DEL07/SC";"UOP02-DEL07-SC"
769930;2026-05-06;"quarta-feira";"23:00:00";"RS";293;28,4;"CAPAO DO LEAO";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";4;0;1;0;2;2;1;5;-31,729121;-52,61206;"SPRF-RS";"DEL07/RS";"UOP01-DEL07-RS"
769931;2026-04-28;"terça-feira";"16:21:00";"SC";101;266,5;"PAULO LOPES";"Manobra de mudança de faixa";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;0;0;2;1;0;3;-28,07716208;-48,71223075;"SPRF-SC";"DEL02/SC";"UOP03-DEL02-SC"
769933;2026-04-28;"terça-feira";"21:40:00";"MS";60;456;"SIDROLANDIA";"Ausência de reação do condutor";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nevoeiro/Neblina";"Simples";"Reta";"Não";2;1;1;0;0;0;1;2;-21,00396;-55,1933508;"SPRF-MS";"DEL01/MS";"UOP04-DEL01-MS"
769936;2026-05-06;"quarta-feira";"22:40:00";"MS";60;46;"PARAISO DAS AGUAS";"Acessar a via sem observar a presença dos outros veículos";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Simples";"Reta";"Não";5;0;0;3;1;3;3;5;-18,972148;-52,884952;"SPRF-MS";"DEL08/MS";"UOP01-DEL08-MS"
769937;2026-05-06;"quarta-feira";"23:20:00";"PR";376;380;"TIBAGI";"Acessar a via sem observar a presença dos outros veículos";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;1;0;0;0;1;0;2;-24,5754801;-50,68287027;"SPRF-PR";"DEL03/PR";"UOP02-DEL03-PR"
769938;2026-05-07;"quinta-feira";"00:30:00";"PR";376;283;"MAUA DA SERRA";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;0;1;1;2;-23,864241;-51,260507;"SPRF-PR";"DEL07/PR";"UOP02-DEL07-PR"
769940;2026-05-06;"quarta-feira";"22:30:00";"MT";174;486;"COMODORO";"Ingestão de álcool pelo condutor";"Derramamento de carga";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;1;3;0;4;-13,71433311;-59,78106022;"SPRF-MT";"DEL04/MT";"UOP02-DEL04-MT"
769941;2026-05-07;"quinta-feira";"00:25:00";"SC";101;48,2;"JOINVILLE";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-26,3760477;-48,85417812;"SPRF-SC";"DEL03/SC";"UOP01-DEL03-SC"
769942;2026-05-07;"quinta-feira";"01:00:00";"SP";116;140;"SAO JOSE DOS CAMPOS";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-23,16637497;-45,81322691;"SPRF-SP";"DEL02/SP";"UOP01-DEL02-SP"
769943;2026-05-07;"quinta-feira";"00:10:00";"PR";376;433;"TIBAGI";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Ignorado";"Dupla";"Curva";"Não";2;0;1;0;0;1;1;2;-24,80417059;-50,48936367;"SPRF-PR";"DEL03/PR";"UOP02-DEL03-PR"
769946;2026-05-07;"quinta-feira";"01:30:00";"PR";376;387;"IMBAU";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Declive;Reta";"Não";2;0;1;0;1;0;1;2;-24,490614;-50,731864;"SPRF-PR";"DEL03/PR";"UOP02-DEL03-PR"
769949;2026-05-07;"quinta-feira";"03:50:00";"RO";364;371;"OURO PRETO DO OESTE";"Condutor Dormindo";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";5;0;1;0;3;1;1;3;-10,754817;-62,160207;"SPRF-RO";"DEL02-RO";"UOP01-DEL02-RO"
769951;2026-05-07;"quinta-feira";"03:36:00";"BA";324;532;"FEIRA DE SANTANA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Não";3;0;0;0;2;2;0;4;-12,346675;-38,837765;"SPRF-BA";"DEL11/BA";"UOP02-DEL11-BA"
769952;2026-05-07;"quinta-feira";"05:38:00";"MG";40;487,3;"ESMERALDAS";"Objeto estático sobre o leito carroçável";"Colisão com objeto";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";3;1;0;0;1;1;0;3;-19,605298;-44,220117;"SPRF-MG";"DEL02/MG";"UOP01-DEL02-MG"
769959;2026-05-07;"quinta-feira";"06:25:00";"GO";50;237;"CATALAO";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-18,02565436;-47,82240808;"SPRF-GO";"DEL06/GO";"UOP01-DEL06-GO"
769963;2026-05-07;"quinta-feira";"06:40:00";"PR";376;164;"MARINGA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;3;-23,38198111;-52,04048753;"SPRF-PR";"DEL09/PR";"UOP02-DEL09-PR"
769967;2026-03-20;"sexta-feira";"14:00:00";"PA";230;391,2;"PACAJA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta;Declive";"Não";3;0;0;1;0;2;1;3;-3,852256;-50,508622;"SPRF-PA";"DEL04/PA";"UOP01-DEL04-PA"
769983;2026-05-07;"quinta-feira";"06:15:00";"CE";222;301;"TIANGUA";"Demais falhas mecânicas ou elétricas";"Tombamento";"Sem Vítimas";"Amanhecer";"Crescente";"Nublado";"Simples";"Aclive;Curva";"Não";1;0;0;0;1;0;0;1;-3,66282736;-40,95411873;"SPRF-CE";"DEL04/CE";"UOP02-DEL04-CE"
769984;2026-05-07;"quinta-feira";"09:00:00";"PR";369;200;"APUCARANA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;0;1;1;1;3;-23,5110746;-51,42642587;"SPRF-PR";"DEL07/PR";"UOP03-DEL07-PR"
769985;2026-05-07;"quinta-feira";"08:04:00";"PI";343;0,4;"TERESINA";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta;Declive";"Sim";2;0;1;0;1;0;1;2;-5,079255;-42,75348;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
769986;2026-05-07;"quinta-feira";"08:07:00";"PE";101;87;"JABOATAO DOS GUARARAPES";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;3;-8,19294;-34,97522;"SPRF-PE";"DEL01/PE";"UOP01-DEL01-PE"
769987;2026-05-07;"quinta-feira";"07:54:00";"PR";163;267;"TOLEDO";"Ausência de reação do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;0;1;0;1;-24,62002244;-53,9238596;"SPRF-PR";"DEL06/PR";"UOP02-DEL06-PR"
769988;2026-04-02;"quinta-feira";"05:30:00";"SP";381;7;"VARGEM";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;1;2;1;4;-22,89199024;-46,41586304;"SPRF-SP";"DEL03/SP";"UOP02-DEL03-SP"
769994;2026-04-14;"terça-feira";"04:32:00";"BA";116;587;"NOVA ITARANA";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Amanhecer";"Crescente";"Ignorado";"Múltipla";"Reta";"Não";2;0;0;0;1;1;0;2;-13,1448766;-40,0023886;"SPRF-BA";"DEL03/BA";"UOP02-DEL03-BA"
769997;2026-05-07;"quinta-feira";"08:00:00";"GO";60;15;"ALEXANIA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Aclive;Curva";"Não";3;0;1;0;1;2;1;4;-16,108508;-48,36036;"SPRF-DF";"DEL03-DF";"UOP01-DEL03-DF"
769998;2026-05-07;"quinta-feira";"08:30:00";"MS";163;438;"CAMPO GRANDE";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;-20,82512175;-54,51656342;"SPRF-MS";"DEL01/MS";"UOP01-DEL01-MS"
769999;2026-05-07;"quinta-feira";"08:00:00";"RO";364;426,5;"JARU";"Ingestão de álcool pelo condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;1;3;1;5;-10,42899709;-62,48486845;"SPRF-RO";"DEL03-RO";"UOP02-DEL03-RO"
770002;2026-05-07;"quinta-feira";"10:45:00";"PR";376;125,4;"ALTO PARANA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Aclive;Reta";"Não";3;0;0;1;1;1;1;3;-23,1452283;-52,28032;"SPRF-PR";"DEL09/PR";"UOP02-DEL09-PR"
770006;2026-05-07;"quinta-feira";"09:30:00";"PI";316;300;"PICOS";"Demais falhas mecânicas ou elétricas";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Aclive;Reta";"Sim";3;0;0;0;1;2;0;3;-7,04564776;-41,54123481;"SPRF-PI";"DEL04-PI";"UOP01-DEL04-PI"
770011;2026-05-07;"quinta-feira";"11:46:00";"SP";116;287;"ITAPECERICA DA SERRA";"Condutor usando celular";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-23,70060059;-46,86863132;"SPRF-SP";"DEL04/SP";"UOP01-DEL04-SP"
770013;2026-05-07;"quinta-feira";"10:02:00";"RO";319;141;"PORTO VELHO";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Múltipla";"Reta";"Sim";3;0;0;0;3;0;0;2;-8,74554;-63,88855;"SPRF-RO";"DEL01-RO";"UOP01-DEL01-RO"
770016;2026-05-07;"quinta-feira";"10:50:00";"RS";386;330,1;"MARQUES DE SOUZA";"Acessar a via sem observar a presença dos outros veículos";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Não";4;0;2;0;1;1;2;3;-29,35212376;-52,07090378;"SPRF-RS";"DEL04/RS";"UOP01-DEL04-RS"
770022;2026-05-07;"quinta-feira";"12:05:00";"PE";101;73,7;"RECIFE";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Retorno Regulamentado";"Não";3;0;2;0;1;0;2;2;-8,099098;-34,949963;"SPRF-PE";"DEL01/PE";"UOP01-DEL01-PE"
770024;2026-05-07;"quinta-feira";"10:00:00";"MG";381;902,7;"CAMBUI";"Condutor deixou de manter distância do veículo da frente";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";3;0;1;0;1;1;1;3;-22,62835932;-46,07794047;"SPRF-MG";"DEL16/MG";"UOP03-DEL16-MG"
770028;2026-04-21;"terça-feira";"15:30:00";"PA";163;103;"ALTAMIRA";"Frear bruscamente";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Declive;Curva";"Não";3;0;1;0;1;6;1;8;-8,7301224;-54,9787027;"SPRF-MT";"DEL06/MT";"UOP03-DEL06-MT"
770036;2026-05-07;"quinta-feira";"13:10:00";"MT";364;308;"JACIARA";"Deficiência do Sistema de Iluminação/Sinalização";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;-15,81220367;-55,25713054;"SPRF-MT";"DEL05/MT";"UOP02-DEL05-MT"
770047;2026-05-07;"quinta-feira";"15:35:00";"RS";386;435;"NOVA SANTA RITA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta;Rotatória";"Sim";2;0;0;1;1;0;1;2;-29,847801;-51,270729;"SPRF-RS";"DEL04/RS";"UOP02-DEL04-RS"
770048;2026-05-07;"quinta-feira";"12:30:00";"SP";116;514;"CAJATI";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva;Declive";"Não";2;0;1;0;0;1;1;2;-24,863318;-48,214367;"SPRF-SP";"DEL05/SP";"UOP02-DEL05-SP"
770049;2026-05-07;"quinta-feira";"16:09:00";"SP";116;280;"EMBU DAS ARTES";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;-23,64160927;-46,83751435;"SPRF-SP";"DEL04/SP";"UOP01-DEL04-SP"
770051;2026-05-07;"quinta-feira";"11:00:00";"PA";163;143;"ALTAMIRA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";3;0;1;0;1;3;1;5;-8,43936251;-55,11881087;"SPRF-MT";"DEL06/MT";"UOP03-DEL06-MT"
770056;2026-02-04;"quarta-feira";"09:35:00";"ES";101;255;"SERRA";"Condutor desrespeitou a iluminação vermelha do semáforo";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;1;1;1;3;-20,11723727;-40,31480134;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
770058;2026-05-07;"quinta-feira";"16:10:00";"SP";116;168,7;"JACAREI";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;2;0;1;1;2;3;-23,30681265;-46,04020206;"SPRF-SP";"DEL02/SP";"UOP01-DEL02-SP"
770068;2026-04-07;"terça-feira";"16:20:00";"BA";20;144;"SAO DESIDERIO";"Reação tardia ou ineficiente do condutor";"Tombamento";"Sem Vítimas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Dupla";"Curva";"Não";2;0;0;0;1;2;0;3;-12,68539;-45,93013;"SPRF-BA";"DEL10/BA";"UOP01-DEL10-BA"
770073;2026-05-07;"quinta-feira";"15:10:00";"SC";101;311,9;"LAGUNA";"Carga excessiva e/ou mal acondicionada";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Declive;Curva";"Sim";2;0;0;0;1;1;0;2;-28,441298;-48,822513;"SPRF-SC";"DEL02/SC";"UOP01-DEL02-SC"
770078;2026-05-07;"quinta-feira";"17:48:00";"RO";425;126;"GUAJARA-MIRIM";"Desrespeitar a preferência no cruzamento";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta;Interseção de Vias";"Sim";2;0;0;0;2;0;0;2;-10,78639406;-65,34004927;"SPRF-RO";"DEL01-RO";"UOP03-DEL01-RO"
770081;2026-05-07;"quinta-feira";"15:30:00";"MG";116;665,2;"SAO FRANCISCO DO GLORIA";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;0;2;1;3;-20,83395515;-42,32210834;"SPRF-MG";"DEL07/MG";"UOP02-DEL07-MG"
770083;2026-05-07;"quinta-feira";"16:00:00";"PR";116;112;"CURITIBA";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;3;-25,55306464;-49,27687733;"SPRF-PR";"DEL01/PR";"UOP03-DEL01-PR"
770093;2026-04-13;"segunda-feira";"12:09:00";"BA";324;530,1;"FEIRA DE SANTANA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Múltipla";"Curva";"Não";3;0;2;0;0;1;2;2;-12,337162;-38,84939;"SPRF-BA";"DEL11/BA";"UOP02-DEL11-BA"
