"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
769523;2026-05-04;"segunda-feira";"22:10:00";"PE";423;24;"SAO CAITANO";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Não";2;1;0;0;0;1;0;2;-8,37546;-36,17282;"SPRF-PE";"DEL03/PE";"UOP02-DEL03-PE"
769526;2026-05-04;"segunda-feira";"19:00:00";"MG";365;256;"SAO GONCALO DO ABAETE";"Ausência de reação do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva;Declive";"Não";5;0;1;0;1;3;1;3;-17,855292;-45,492557;"SPRF-MG";"DEL10/MG";"UOP02-DEL010-MG"
769530;2026-05-04;"segunda-feira";"20:00:00";"PR";277;495,5;"NOVA LARANJEIRAS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";3;0;0;0;1;2;0;3;-25,20305;-52,65409;"SPRF-PR";"DEL04/PR";"UOP04-DEL04-PR"
769531;2026-05-05;"terça-feira";"01:02:00";"GO";50;152,3;"CAMPO ALEGRE DE GOIAS";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;-17,193147;-47,735957;"SPRF-GO";"DEL06/GO";"UOP01-DEL06-GO"
769533;2026-05-04;"segunda-feira";"22:00:00";"CE";20;139,7;"TAUA";"Pista esburacada";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-5,560333;-40,076875;"SPRF-CE";"DEL02/CE";"UOP02-DEL02-CE"
769534;2026-05-05;"terça-feira";"00:15:00";"SC";116;143,8;"SANTA CECILIA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";4;1;1;0;2;0;1;3;-26,992093;-50,395743;"SPRF-SC";"DEL06/SC";"UOP02-DEL06-SC"
769535;2026-05-05;"terça-feira";"03:20:00";"PR";376;497;"PONTA GROSSA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;1;0;0;1;2;0;4;-25,17219;-50,106879;"SPRF-PR";"DEL03/PR";"UOP03-DEL03-PR"
769544;2026-05-05;"terça-feira";"06:25:00";"BA";324;600;"SIMOES FILHO";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Reta";"Não";4;0;1;0;3;0;1;2;-12,758361;-38,426867;"SPRF-BA";"DEL01/BA";"UOP01-DEL01-BA"
769548;2026-05-05;"terça-feira";"06:40:00";"PR";487;49,4;"UMUARAMA";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Viaduto";"Sim";3;0;1;0;1;2;1;4;-23,539933;-53,460141;"SPRF-PR";"DEL06/PR";"UOP03-DEL06-PR"
769558;2026-05-02;"sábado";"06:30:00";"PR";476;247;"LAPA";"Mal súbito do condutor";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Chuva";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-25,86559975;-50,14874546;"SPRF-PR";"DEL02/PR";"UOP03-DEL02-PR"
769559;2026-05-05;"terça-feira";"06:00:00";"MA";226;69,3;"MATOES";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;0;1;0;0;2;-5,206452;-43,3963;"SPRF-MA";"DEL03-MA";"UOP02-DEL03-MA"
769560;2026-05-05;"terça-feira";"08:03:00";"PR";116;109;"CURITIBA";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;-25,56680899;-49,24525057;"SPRF-PR";"DEL01/PR";"UOP03-DEL01-PR"
769562;2026-05-05;"terça-feira";"07:40:00";"PR";277;426,5;"CANTAGALO";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Curva;Rotatória";"Não";2;0;1;0;1;0;1;2;-25,37625639;-52,12984649;"SPRF-PR";"DEL04/PR";"UOP02-DEL04-PR"
769567;2026-05-05;"terça-feira";"07:30:00";"SP";116;51,1;"LORENA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";3;0;0;0;2;1;0;3;-22,7420292;-45,09282589;"SPRF-SP";"DEL08/SP";"UOP02-DEL08-SP"
769572;2026-05-05;"terça-feira";"05:55:00";"RJ";40;111;"DUQUE DE CAXIAS";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Múltipla";"Reta;Aclive";"Sim";25;0;16;0;9;0;16;2;-22,6998519;-43,28973448;"SPRF-RJ";"DEL01/RJ";"UOP02-DEL01-RJ"
769574;2026-05-05;"terça-feira";"09:15:00";"RJ";116;202;"QUEIMADOS";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Em Obras";"Não";5;0;0;0;5;0;0;4;-22,73028201;-43,6255002;"SPRF-RJ";"DEL06/RJ";"UOP02-DEL06-RJ"
769576;2026-05-05;"terça-feira";"08:15:00";"PR";116;102;"SAO JOSE DOS PINHAIS";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;2;0;1;3;-25,5683169;-49,1780553;"SPRF-PR";"DEL01/PR";"UOP08-DEL01-PR"
769581;2026-05-05;"terça-feira";"09:00:00";"SP";116;201;"ARUJA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;1;1;1;3;-23,40895607;-46,34107971;"SPRF-SP";"DEL01/SP";"UOP01-DEL01-SP"
769589;2026-05-05;"terça-feira";"11:10:00";"RJ";101;47;"CAMPOS DOS GOYTACAZES";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Retorno Regulamentado";"Sim";2;0;1;0;1;0;1;2;-21,606507;-41,316769;"SPRF-RJ";"DEL08/RJ";"UOP01-DEL08-RJ"
769591;2026-05-05;"terça-feira";"08:30:00";"RJ";116;132;"MAGE";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;-22,65703;-43,13458;"SPRF-RJ";"DEL04/RJ";"UOP02-DEL04-RJ"
769593;2026-05-05;"terça-feira";"11:30:00";"GO";60;74;"ANAPOLIS";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-16,2774998;-48,7862753;"SPRF-GO";"DEL02/GO";"UOP01-DEL02-GO"
769596;2026-05-05;"terça-feira";"09:00:00";"BA";242;418;"SEABRA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Aclive;Reta";"Sim";3;0;1;0;1;1;1;2;-12,43130553;-41,79924186;"SPRF-BA";"DEL06/BA";"UOP01-DEL06-BA"
769597;2026-05-05;"terça-feira";"11:30:00";"MG";50;15;"UBERLANDIA";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Interseção de Vias";"Sim";3;0;1;1;0;2;2;3;-18,910579;-48,173979;"SPRF-MG";"DEL15/MG";"UOP01-DEL15-MG"
769601;2026-05-05;"terça-feira";"12:20:00";"MG";381;442,9;"SABARA";"Acesso irregular";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-19,82722242;-43,83758924;"SPRF-MG";"DEL01/MG";"UOP01-DEL01-MG"
769603;2026-05-05;"terça-feira";"12:30:00";"PR";277;721;"FOZ DO IGUACU";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Declive;Reta";"Sim";2;0;1;0;1;0;1;2;-25,487437;-54,502359;"SPRF-PR";"DEL05/PR";"UOP03-DEL05-PR"
769607;2026-05-05;"terça-feira";"11:45:00";"RS";290;180,7;"MINAS DO LEAO";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Não";4;1;0;0;1;2;0;4;-30,1411785;-52,0260103;"SPRF-RS";"DEL02/RS";"UOP03-DEL02-RS"
769608;2026-05-05;"terça-feira";"10:45:00";"CE";116;331;"JAGUARIBE";"Carga excessiva e/ou mal acondicionada";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;1;-6,01340508;-38,6392533;"SPRF-CE";"DEL05/CE";"UOP02-DEL05-CE"
769609;2026-05-05;"terça-feira";"11:55:00";"SC";282;540,1;"CHAPECO";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-26,997489;-52,703859;"SPRF-SC";"DEL07/SC";"UOP01-DEL07-SC"
769610;2026-04-02;"quinta-feira";"01:10:00";"MG";381;520;"BRUMADINHO";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";2;0;0;0;1;1;0;2;-20,13202352;-44,30434227;"SPRF-MG";"DEL01/MG";"UOP03-DEL01-MG"
769612;2026-05-05;"terça-feira";"13:05:00";"BA";101;173;"FEIRA DE SANTANA";"Manobra de mudança de faixa";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";8;0;3;0;4;1;3;4;-12,3757009;-38,8782081;"SPRF-BA";"DEL11/BA";"UOP02-DEL11-BA"
769613;2026-05-05;"terça-feira";"13:30:00";"RS";153;49,9;"ERECHIM";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";5;1;0;0;1;3;0;4;-27,65546898;-52,26919413;"SPRF-RS";"DEL08/RS";"UOP04-DEL08-RS"
769617;2026-03-30;"segunda-feira";"10:30:00";"SC";280;216,5;"TRES BARRAS";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;1;0;1;0;1;1;3;-26,17841813;-50,23108272;"SPRF-SC";"DEL06/SC";"UOP04-DEL06-SC"
769619;2026-05-05;"terça-feira";"14:30:00";"DF";40;0,2;"BRASILIA";"Acessar a via sem observar a presença dos outros veículos";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;0;2;1;0;2;2;-15,980097;-47,988955;"SPRF-DF";"DEL01-DF";"UOP01-DEL01-DF"
769622;2026-05-05;"terça-feira";"13:40:00";"RS";285;129,9;"VACARIA";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-28,450655;-50,991769;"SPRF-RS";"DEL05/RS";"UOP03-DEL05-RS"
769624;2026-05-05;"terça-feira";"13:50:00";"MT";163;955;"NOVA SANTA HELENA";"Condutor deixou de manter distância do veículo da frente";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";6;0;1;0;4;11;1;16;-10,856649;-55,190867;"SPRF-MT";"DEL06/MT";"UOP02-DEL06-MT"
769625;2026-05-05;"terça-feira";"13:20:00";"BA";330;884;"UBAITABA";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Nublado";"Simples";"Curva;Declive";"Não";3;1;1;0;0;1;1;3;-14,24983897;-39,37585902;"SPRF-BA";"DEL05/BA";"UOP01-DEL05-BA"
769626;2026-05-05;"terça-feira";"09:45:00";"PR";277;403;"CANDOI";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-25,46050927;-51,95867693;"SPRF-PR";"DEL04/PR";"UOP02-DEL04-PR"
769629;2026-05-05;"terça-feira";"09:30:00";"MG";365;204;"BURITIZEIRO";"Objeto estático sobre o leito carroçável";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;2;1;3;-17,51803167;-45,23863167;"SPRF-MG";"DEL10/MG";"UOP02-DEL010-MG"
769636;2026-05-05;"terça-feira";"14:25:00";"RN";304;154,5;"ANGICOS";"Manobra de mudança de faixa";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;0;1;2;1;4;-5,695913;-36,557747;"SPRF-RN";"DEL04-RN";"UOP01-DEL04-RN"
769640;2026-05-05;"terça-feira";"14:20:00";"PA";155;254,3;"ELDORADO DO CARAJAS";"Condutor deixou de manter distância do veículo da frente";"Engavetamento";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";5;1;0;1;2;3;1;6;-6,091038;-49,333559;"SPRF-PA";"DEL03/PA";"UOP01-DEL03-PA"
769662;2026-05-05;"terça-feira";"14:28:00";"SP";116;230;"SAO PAULO";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";3;0;1;0;2;0;1;2;-23,51587115;-46,57934928;"SPRF-SP";"DEL01/SP";"UOP01-DEL01-SP"
769665;2026-05-05;"terça-feira";"17:50:00";"MG";262;29;"REDUTO";"Conversão proibida";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Reta;Interseção de Vias;Rotatória";"Sim";2;0;1;0;1;0;1;2;-20,247337;-41,982082;"SPRF-MG";"DEL06/MG";"UOP03-DEL06-MG"
769668;2026-05-05;"terça-feira";"07:30:00";"AM";174;1068;"PRESIDENTE FIGUEIREDO";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";2;0;0;1;0;2;1;3;-1,44554;-60,29655;"SPRF-AM";"DEL01-AM";"UOP02-DEL01-AM"
769675;2026-05-05;"terça-feira";"19:19:00";"MG";40;389,2;"CURVELO";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;0;2;1;1;2;3;-18,942364;-44,687852;"SPRF-MG";"DEL02/MG";"UOP01-DEL02-MG"
769684;2026-05-05;"terça-feira";"17:00:00";"MT";163;760,9;"SORRISO";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta;Em Obras;Aclive";"Não";3;0;0;0;2;1;0;3;-12,4857;-55,6806;"SPRF-MT";"DEL06/MT";"UOP01-DEL06-MT"
769697;2026-05-05;"terça-feira";"19:40:00";"RJ";116;222;"PARACAMBI";"Avarias e/ou desgaste excessivo no pneu";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-22,689095;-43,796973;"SPRF-RJ";"DEL06/RJ";"UOP02-DEL06-RJ"
769703;2026-05-05;"terça-feira";"21:00:00";"PR";277;607,1;"SANTA TEREZA DO OESTE";"Ingestão de álcool pelo condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta;Declive;Interseção de Vias";"Sim";5;0;1;0;3;1;1;5;-25,02985678;-53,57792823;"SPRF-PR";"DEL05/PR";"UOP02-DEL05-PR"
769706;2026-05-05;"terça-feira";"17:30:00";"RS";153;585,9;"BAGE";"Demais falhas na via";"Tombamento";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Simples";"Reta";"Não";3;0;1;0;1;2;1;3;-31,10669621;-53,75989851;"SPRF-RS";"DEL11/RS";"UOP03-DEL11-RS"
769711;2026-05-05;"terça-feira";"21:35:00";"ES";101;229;"FUNDAO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta;Interseção de Vias";"Sim";2;0;1;0;0;1;1;2;-19,933386;-40,404982;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
769712;2026-05-05;"terça-feira";"20:30:00";"MG";381;820,5;"CAREACU";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta;Ponte";"Não";3;1;0;0;1;1;0;3;-22,07197702;-45,7022059;"SPRF-MG";"DEL16/MG";"UOP02-DEL16-MG"
769713;2026-05-05;"terça-feira";"22:20:00";"RJ";116;193;"NOVA IGUACU";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta;Em Obras";"Sim";3;0;0;1;1;1;1;3;-22,74037337;-43,52580428;"SPRF-RJ";"DEL06/RJ";"UOP01-DEL06-RJ"
769716;2026-05-05;"terça-feira";"21:15:00";"PI";343;260;"CAMPO MAIOR";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta;Interseção de Vias";"Não";3;0;1;1;0;1;2;2;-4,79966619;-42,13321058;"SPRF-PI";"DEL01-PI";"UOP03-DEL01-PI"
769717;2026-05-05;"terça-feira";"22:30:00";"SE";101;76;"MARUIM";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Em Obras;Reta";"Não";1;0;0;0;1;0;0;1;-10,77345106;-37,12553708;"SPRF-SE";"DEL01-SE";"UOP01-DEL01-SE"
769723;2026-05-06;"quarta-feira";"01:10:00";"MA";135;198;"ALTO ALEGRE DO MARANHAO";"Reação tardia ou ineficiente do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-4,19250173;-44,46773528;"SPRF-MA";"DEL03-MA";"UOP01-DEL03-MA"
769725;2026-05-05;"terça-feira";"23:26:00";"MT";364;136;"PEDRA PRETA";"Ingestão de álcool pelo condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta;Declive";"Não";2;0;1;0;0;1;1;2;-16,7995297;-54,1713358;"SPRF-MT";"DEL02/MT";"UOP01-DEL02-MT"
769729;2026-05-06;"quarta-feira";"04:30:00";"RJ";101;299,7;"SAO GONCALO";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;0;1;1;2;-22,7748828;-42,9443621;"SPRF-RJ";"DEL02/RJ";"UOP02-DEL02-RJ"
769731;2026-05-06;"quarta-feira";"04:30:00";"MG";381;511,5;"IGARAPE";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Declive;Reta";"Sim";2;0;0;0;1;1;0;2;-20,0651;-44,2948;"SPRF-MG";"DEL01/MG";"UOP03-DEL01-MG"
769732;2026-05-05;"terça-feira";"19:40:00";"MG";381;904,9;"CAMBUI";"Velocidade Incompatível";"Tombamento";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Curva;Declive";"Não";2;1;0;0;0;1;0;2;-22,65933384;-46,08826876;"SPRF-MG";"DEL16/MG";"UOP03-DEL16-MG"
769734;2026-05-06;"quarta-feira";"04:45:00";"MS";463;18;"DOURADOS";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Simples";"Rotatória";"Não";2;0;1;0;0;1;1;2;-22,2486734;-54,9702975;"SPRF-MS";"DEL04/MS";"UOP03-DEL04-MS"
769737;2026-05-05;"terça-feira";"13:20:00";"PA";230;1126;"ITAITUBA";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Simples";"Curva;Aclive";"Não";5;0;1;0;3;8;1;12;-4,316747;-55,957386;"SPRF-PA";"DEL05/PA";"UOP02-DEL05-PA"
769741;2026-05-06;"quarta-feira";"07:26:00";"TO";153;365,5;"FORTALEZA DO TABOCAO";"Condutor Dormindo";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";5;0;1;1;2;2;2;6;-9,110209;-48,52985;"SPRF-TO";"DEL02-TO";"UOP02-DEL02-TO"
769742;2026-05-06;"quarta-feira";"06:45:00";"SP";101;51;"UBATUBA";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-23,456976;-45,070479;"SPRF-SP";"DEL06/SP";"UOP01-DEL06-SP"
769748;2026-05-06;"quarta-feira";"07:35:00";"MG";381;440;"SANTA LUZIA";"Transitar na contramão";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Declive";"Não";4;0;1;0;0;3;1;3;-19,82202367;-43,81270409;"SPRF-MG";"DEL01/MG";"UOP01-DEL01-MG"
769759;2026-05-06;"quarta-feira";"07:55:00";"BA";324;617;"SALVADOR";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;2;-12,8905044;-38,4419173;"SPRF-BA";"DEL01/BA";"UOP01-DEL01-BA"
769760;2026-05-06;"quarta-feira";"07:20:00";"RS";116;240;"NOVO HAMBURGO";"Acumulo de areia ou detritos sobre o pavimento";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta;Declive";"Sim";3;0;1;0;1;1;1;3;-29,70343697;-51,14680616;"SPRF-RS";"DEL01/RS";"UOP02-DEL01-RS"
769770;2026-05-06;"quarta-feira";"07:40:00";"MG";365;532;"ROMARIA";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-18,92289;-47,498697;"SPRF-MG";"DEL10/MG";"UOP01-DEL10-MG"
769771;2026-05-06;"quarta-feira";"07:42:00";"BA";101;899;"CARAVELAS";"Condutor deixou de manter distância do veículo da frente";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";4;0;0;1;2;1;1;3;-17,725377;-39,766989;"SPRF-BA";"DEL09/BA";"UOP02-DEL09-BA"
769775;2026-05-06;"quarta-feira";"08:40:00";"RJ";116;169;"RIO DE JANEIRO";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Curva";"Sim";3;0;1;0;1;1;1;2;-22,8206925;-43,319959;"SPRF-RJ";"DEL06/RJ";"UOP01-DEL06-RJ"
769785;2026-05-06;"quarta-feira";"07:50:00";"PR";116;107,5;"SAO JOSE DOS PINHAIS";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;2;1;4;-25,568043;-49,233377;"SPRF-PR";"DEL01/PR";"UOP03-DEL01-PR"
769786;2026-05-06;"quarta-feira";"07:15:00";"TO";153;275;"BRASILANDIA DO TOCANTINS";"Ultrapassagem Indevida";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";3;0;2;0;0;1;2;2;-8,333937;-48,477622;"SPRF-TO";"DEL02-TO";"UOP02-DEL02-TO"
769792;2026-05-06;"quarta-feira";"09:30:00";"PR";163;167;"LINDOESTE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;1;0;3;0;1;2;-25,18307469;-53,60169473;"SPRF-PR";"DEL05/PR";"UOP05-DEL05-PR"
769793;2026-05-06;"quarta-feira";"10:00:00";"PR";376;602;"CURITIBA";"Ausência de reação do condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;2;0;1;0;2;2;-25,51725562;-49,33749139;"SPRF-PR";"DEL01/PR";"UOP03-DEL01-PR"
769797;2026-03-31;"terça-feira";"21:40:00";"RJ";101;431;"MANGARATIBA";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Declive";"Não";2;0;1;0;1;0;1;2;-22,9314452;-44,02307234;"SPRF-RJ";"DEL03/RJ";"UOP02-DEL03-RJ"
769798;2026-05-06;"quarta-feira";"10:10:00";"PR";369;234,5;"JANDAIA DO SUL";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;0;0;3;2;0;4;-23,62391066;-51,66774119;"SPRF-PR";"DEL09/PR";"UOP01-DEL09-PR"
769804;2026-05-06;"quarta-feira";"10:15:00";"MG";153;43,5;"CANAPOLIS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Desvio Temporário;Em Obras;Reta";"Não";3;0;0;0;1;2;0;3;-18,76504956;-49,07431539;"SPRF-MG";"DEL15/MG";"UOP03-DEL15-MG"
